"id","course_id","course_program_name","program_overview_order","program_overview_selected","selected_ids","status","createdOn","updatedOn"
"106","111","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course enables you to build your profile and work as a data analyst with startups, SMEs and large companies, top executives, as a well paid freelancer, and other remote opportunities."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""You don\u2019t have to be a software engineer, data scientist or lawyer to benefit from international remote work - people having skills and building profile in the ways taught in this course are always in great demand"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""You don\u2019t have to be a software engineer, data scientist or lawyer to benefit from international remote work - people having skills and building profile in the ways taught in this course are always in great demand"",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""You don\u2019t have to be a software engineer, data scientist or lawyer to benefit from international remote work - people having skills and building profile in the ways taught in this course are always in great demand"",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""We will teach in demand skills like machine learning and AI that will make you an integral part of big data companies and ensure that you are paid at least $40-$65 per hour"",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""We will teach in demand skills like machine learning and AI that will make you an integral part of big data companies and ensure that you are paid at least $40-$65 per hour"",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""We will teach in demand skills like machine learning and AI that will make you an integral part of big data companies and ensure that you are paid at least $40-$65 per hour"",""allowed"":1}]}","""1,2,3,4,5,6,7""","A","2025-02-19 20:27:50","2025-02-19 20:02:02"
"107","112","Program Overview",,,,"A","2025-03-16 08:14:11",
"108","113","Program Overview",,,,"A","2025-03-30 13:51:50",
"109","114","Program Overview",,,,"A","2025-04-12 11:54:41",
"110","115","Program Overview",,,,"A","2025-04-12 14:22:17",
"111","116","Program Overview",,,,"A","2025-04-12 15:17:06",
"112","117","Course Objective","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course helps academic writers become high-value, globally-relevant professionals who support professors, think tanks, researchers, and startups by mastering 30+ practical academic, research, writing, and data automation skills.\nWe will train you in each of the following high-demand, high-income skills, divided into focused, skill-based learning modules:\n"",""allowed"":1}]}","""1""","P","2025-04-13 12:06:31","2025-04-13 12:04:33"
"113","118","Program Overview",,,,"A","2025-04-20 10:03:46",
"114","119","Program Overview",,,,"A","2025-04-20 13:31:36",
"115","120","Program Overview",,,,"A","2025-06-01 11:22:41",
"116","121","Program Overview",,,,"A","2025-07-14 16:31:55",
"117","122","Program Overview",,,,"A","2025-07-17 18:28:25",
"118","123","Program Overview",,,,"A","2025-07-18 19:25:47",
"119","124","Key highlights","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Perfect for commerce graduates, BCom\/MCom students, and anyone interested in learning modern accounting and bookkeeping skills"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Specialized skills for working with Indian small and medium businesses across all industries"",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Handle 3-5 times more clients and earn a few lakhs per month working with Indian businesses"",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Master 21 essential AI automation skills that Indian businesses desperately need but cannot find"",""allowed"":1}]}","""1,3,4,5""","A","2025-07-20 12:02:41","2025-07-20 12:07:03"
"120","125","Key highlights","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Perfect for commerce graduates, BCom\/MCom students, and anyone interested in learning modern finance skills"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Specialized skills for working with Indian small and medium businesses across all industries"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Handle 3-5 times more clients and earn a few lakhs per month working with Indian businesses\n"",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Master 21 essential AI automation skills that Indian businesses desperately need but cannot find"",""allowed"":1}]}","""1,2,3,4""","A","2025-08-10 15:03:29","2025-08-10 15:08:28"
"121","126","Course Overview & Philosophy","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course teaches MSME owners to create AI-powered tools that serve as growth engines, following proven frameworks like LawSikho's job board strategy. Participants will learn to choose and implement the right growth strategy for their business while building trust and generating organic leads."",""allowed"":1}]}","""1""","P","2025-08-17 12:55:40","2025-08-17 14:08:40"
"122","127","Program Overview",,,,"A","2025-08-17 17:21:01",
"123","128","Program Overview",,,,"A","2025-08-17 17:21:09",
"124","129","Program Overview",,,,"A","2025-08-31 12:25:25",
"125","130","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Campus Immersion<\/b> \u2013 2 days campus immersion and certificate issuance ceremony at IIT Roorkee"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Official Student ID<\/b> \u2013 Get official student ID Card from iHub, IIT Roorkee"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Newsletter<\/b> \u2013 Get iHub, IIT Roorkee newsletter subscription"",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""<b>Live Online Classes<\/b> \u2013 Master classes from IIT Faculties and Industry experts"",""allowed"":1}]}","""1,2,3,4""","A","2025-10-31 11:20:54","2025-12-01 20:12:55"
"126","131","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""2 days campus immersion and certificate issuance ceremony at IIT Roorkee"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get Official student ID Card from iHub, IIT Roorkee"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get iHub, IIT Roorkee newsletter subscription"",""allowed"":1}]}","""1,2,3""","A","2025-10-31 14:25:22","2025-11-20 14:11:50"
"127","132","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""2 days campus immersion and certificate issuance ceremony at IIT Roorkee"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get Official student ID Card from iHub, IIT Roorkee"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get iHub, IIT Roorkee newsletter subscription"",""allowed"":1}]}","""1,2,3""","A","2025-11-13 12:51:33","2025-11-20 14:11:01"
"128","133","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""2 days campus immersion and certificate issuance ceremony at IIT Roorkee"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get Official student ID Card from iHub, IIT Roorkee"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get iHub, IIT Roorkee newsletter subscription"",""allowed"":1}]}","""1,2,3""","A","2025-11-19 18:17:40","2025-11-20 11:11:15"
"129","29","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Ofline basecamps for networking"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Personalised resume feedback"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Reviewing a term sheet & transactional documents both from the seller and buyer\u2019s perspective and understanding the key considerations."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""Additional readings on the latest developments in the market and concepts being discussed."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Exercises on current transactions in newspapers and the impact of Covid-19 on the mergers and acquisitions landscape."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Anecdotal discussions by our industrial academia panel about their experience in similar transactions."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""Complete coverage of different concepts and laws related to mergers and acquisitions."",""allowed"":1}]}","""1,2,3,4,5,6,7""","A","2025-11-21 12:35:33",
"130","134","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""Campus Immersion \u2013 2 days campus immersion and certificate issuance ceremony at IIT Roorkee"",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""Official Student ID \u2013 Get official student ID Card from iHub, IIT Roorkee"",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Newsletter \u2013 Get iHub, IIT Roorkee newsletter subscription"",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":"" Live Online Classes \u2013 Master classes from IIT Faculties and Industry experts"",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""6-Month Specialized Training \u2013 Complete Executive Certification in Applied Investment Banking, Fundraising & Deal Advisory (24 weeks)"",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Industry-Standard Tools Mastery \u2013 Hands-on training in Excel, Power BI, and financial modeling techniques"",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""Complete Corporate Finance-to-Investment Banking Progression \u2013 From financial analysis to advanced valuation and deal-making"",""allowed"":1},{""refId"":8,""icon"":""key-highlights-1672896291.svg"",""txt"":"" Financial Modeling & Valuation \u2013 Build 3-statement models, DCF valuations, and comparable analysis"",""allowed"":1},{""refId"":9,""icon"":""key-highlights-1672896291.svg"",""txt"":""Complete LMS Access \u2013 Digital study materials on web, Android & iOS apps (Online 24\/7 Access)"",""allowed"":1},{""refId"":10,""icon"":""key-highlights-1672896291.svg"",""txt"":""Unlimited Doubt Clearing \u2013 One-on-one sessions with mentors and instructors"",""allowed"":1},{""refId"":11,""icon"":""key-highlights-1672896291.svg"",""txt"":""Internship & Job Support \u2013 Placements, internships, and freelance opportunities throughout the learning journey"",""allowed"":1},{""refId"":15,""icon"":""key-highlights-1672896291.svg"",""txt"":""CV Enhancement & Interview Prep \u2013 Crafting standout CVs and enhancing interview skills"",""allowed"":1},{""refId"":16,""icon"":""key-highlights-1672896291.svg"",""txt"":""Professional Networking Coaching \u2013 Build strategic industry connections"",""allowed"":1},{""refId"":17,""icon"":""key-highlights-1672896291.svg"",""txt"":""Article Writing & Publishing Training \u2013 Establish thought leadership"",""allowed"":1},{""refId"":18,""icon"":""key-highlights-1672896291.svg"",""txt"":"" 3-Year Content Access \u2013 Stay updated with evolving finance tools and strategies"",""allowed"":1}]}","""1,2,3,4,5,6,7,8,9,10,11,15,16,17,18""","A","2025-11-28 10:57:32","2025-11-28 13:11:24"
"131","135","Program Overview",,,,"A","2025-11-28 11:25:50",
"132","136","Program Overview",,,,"A","2025-12-18 13:57:26",
"133","137","Program Overview",,,,"A","2026-02-01 13:53:33",
"134","138","Program Overview",,,,"A","2026-08-02 20:12:52",
"135","139","Program Overview",,,,"A","2026-08-10 17:15:03",
"136","140","Program Overview",,,,"A","2026-08-16 09:46:18",
"137","141","Program Overview",,,,"A","2026-08-16 09:59:12",
"138","142","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""key-highlights-1672896291.svg"",""txt"":""The course is designed to accommodate the schedules of busy professionals. Classes are held after regular work hours, allowing participants to balance their professional commitments with their learning objectives."",""allowed"":1},{""refId"":2,""icon"":""key-highlights-1672896291.svg"",""txt"":""This course offers a specialised curriculum focusing on the intersection of AI and the HR function. It provides in-depth knowledge and the practical skills required to effectively integrate AI into day-to-day HR work."",""allowed"":1},{""refId"":3,""icon"":""key-highlights-1672896291.svg"",""txt"":""Upon successful completion, participants receive a recognized certificate co-branded by the National Skill Development Corporation and Skill India. This certification validates their expertise in integrating AI to HR functions."",""allowed"":1},{""refId"":4,""icon"":""key-highlights-1672896291.svg"",""txt"":""The course instils a mindset of continuous learning and adaptation. Participants gain the skills to stay updated on the latest trends and advancements in AI, ensuring that their HR practice remains competitive and innovative in the evolving landscape."",""allowed"":1},{""refId"":5,""icon"":""key-highlights-1672896291.svg"",""txt"":""Participants receive personalized attention from instructors and trainers. They have the opportunity to ask questions, seek clarification, and receive feedback on their assignments, creating a supportive learning environment."",""allowed"":1},{""refId"":6,""icon"":""key-highlights-1672896291.svg"",""txt"":""Through live online classes and in-class assignments, participants engage in hands-on learning experiences. This approach ensures that theoretical knowledge is applied in practical contexts, enhancing comprehension and retention."",""allowed"":1},{""refId"":7,""icon"":""key-highlights-1672896291.svg"",""txt"":""The course empowers participants to immediately apply their acquired skills in real-world scenarios. This includes tasks such as policy drafting, onboarding and HR documentation, enabling them to add immediate value to their organisation or their clients. The course also opens avenues for remote freelance work with startups, consultancies and international clients."",""allowed"":1},{""refId"":8,""icon"":""key-highlights-1672896291.svg"",""txt"":""Learn practical insights from industry experts and get your doubts cleared on the spot.\n"",""allowed"":1},{""refId"":9,""icon"":""key-highlights-1672896291.svg"",""txt"":""Get internships, freelance work and jobs based on your outstanding skills and track record you build while studying with us."",""allowed"":1}]}","""1,2,3,4,5,6,7,8,9""","A","2026-08-21 16:15:17","2026-08-21 16:08:34"
