"id","course_id","content_title","content_details","status","added_date","modified_date","show_more"
"11","3","What you will learn","<ul>
	<li>Role and expectations of a virtual assistant</li>
</ul>

<p>- Why is there a huge demand for virtual assistants?<br />
- What is the scope for talent arbitrage if you are a virtual assistant?<br />
- How does a virtual assistant add value?<br />
- What are the tasks that can be performed by a virtual assistant?<br />
- What is the career growth trajectory of a virtual assistant?</p>

<ul>
	<li>Organisational design of a funded startup/ mid-sized organisation</li>
</ul>

<p>- Common organisational structures and various functions in an organization (startups, law firms, nonprofits and MNCs)<br />
- Common policies and procedures followed in various organisations relevant to employment and performance conditions<br />
- General hierarchy of communication<br />
- Professional appearance, behaviour and communication on the phone and in virtual meetings</p>

<ul>
	<li>Document design, structure and review</li>
</ul>

<p>- Common types of documents that you will come across while working as a virtual assistant and their formats: emails, proposals, reports, job descriptions, letters, invoices, notices, etc.<br />
- How to use templates and precedents<br />
- Transcription of documents from video/audio recordings<br />
- Formatting, pagination, footnotes, acknowledgements for external references<br />
- Proofreading of documents for grammar, accuracy<br />
- Use of software for spelling and grammar check<br />
- How to check consistency of layout and style<br />
- How to use suggestions mode/track changes<br />
- How to redact documents<br />
- How to prepare and use checklists for document review<br />
- How to prepare a document summary<br />
- How to create and use flowcharts/tables in Google Slides/PPT</p>

<ul>
	<li>Key software to be an effective virtual assistant</li>
</ul>

<p>- Calendar<br />
- Google Calendar<br />
- Google Keep and Google Tasks<br />
- Canva<br />
- Google Docs/Word<br />
- Google Slides/Powerpoint<br />
- Excel/Sheets<br />
- Google forms<br />
- Grammarly<br />
- Wix</p>

<ul>
	<li>Maintenance of records and documentation</li>
</ul>

<p>- How to organize documents in appropriate folders<br />
- Data security and confidentiality protocols in managing client data or other confidential data<br />
- How to implement access controls and other types of restrictions on to documents<br />
- Basic checks to ensure that a document has necessary authorisation - resolution/signatures/corporate seals<br />
- Secrets to effective note-taking<br />
- Best practices for keeping backups</p>

<ul>
	<li>Formal and informal communication</li>
</ul>

<p>- Difference between Formal and Informal communication - what kind of language is acceptable in which context and scenario<br />
- Use of slangs and short forms - where is it not appropriate to use<br />
- Use of emojis, GIFs, forwards etc.<br />
- How to be effective in one to one and one to many communications<br />
- Gender sensitivity in communication<br />
- Answering questions<br />
- How to present an argument, or a different point of view<br />
- Persuasive communication<br />
- Presenting data and information for better and easy comprehension</p>

<ul>
	<li>Email communication</li>
</ul>

<p>- E-mail addresses, replying, copying and blind copying etiquette<br />
- Use of delivery receipt tools<br />
- Best practices for follow up emails<br />
- Managing attachments, sorting inbox into folders and tracking responses<br />
- Email signatures<br />
- Configuration of auto responders</p>

<ul>
	<li>Communicating on telephone, audio conference calls and WhatsApp</li>
</ul>

<p>- How to initiate and end a telephone conversation with various stakeholders<br />
- General courtesy on phone and conference calls<br />
- How to respond when you don&rsquo;t have the answers or the authority to agree to something<br />
- WhatsApp dos and don&rsquo;ts for individual communication and group communication<br />
- How to manage WhatsApp groups as an admin<br />
- How to take a screen recording on Whatsapp<br />
- Use of disappearing images<br />
- Whatsapp Account features in Whatsapp Business</p>

<ul>
	<li>Calendar management</li>
</ul>

<p>- Monitoring calendars and fixing meetings<br />
- How to use Calendly to schedule meetings<br />
- Advanced calendar settings in GSuite<br />
- How to check availability of your colleagues<br />
- Configuration of reminders</p>

<ul>
	<li>Meeting management</li>
</ul>

<p>- How to set up meetings through Zoom, MS Teams or Google Meet<br />
- Reminders/follow-ups to confirm attendance<br />
- Background, lighting, mic and camera management during video conference meetings<br />
- Hosting video conferencing meetings, managing meeting controls given to other attendees, muting and unmuting participants<br />
- Screen sharing and using whiteboard<br />
- How to take minutes of meetings, identify actionable and follow up on progress</p>

<ul>
	<li>How to assist on operations and administrative work</li>
</ul>

<p>- How to prepare a checklist<br />
- How to prepare a process document/manual<br />
- How to track the functioning of a process on Excel/Google Sheets<br />
- How to manage the expectations of your client<br />
- How to send invoices, reminders and follow-ups for payments<br />
- Managing MIS for revenues, expenses or other operational tasks<br />
- How to interpret analytics and reports<br />
- How to use dashboards and filters</p>

<ul>
	<li>Project management</li>
</ul>

<p>- How to onboard an organization on a project management tool such as Basecamp, Trello or Asana<br />
- How to configure projects and teams<br />
- How to assign tasks and deadlines<br />
- How to create a knowledge-base on software adopted by the company<br />
- How to view tasks assigned to you<br />
- How to view progress made on a project, or by a colleague</p>

<ul>
	<li>Conducting basic research</li>
</ul>

<p>- How to find local vendors, service providers, restaurants and hotels<br />
- How to bookmark important articles for future reading<br />
- How to find recommendations for stay, travel, eating out<br />
- How to perform background research for a prospective hire, or a potential client<br />
- How to research entity information</p>

<ul>
	<li>Knowledge management in an organisation</li>
</ul>

<p>- Organizing and managing templates and standard form precedents for future use;<br />
- Making best practice checklists;<br />
- Designing workbooks, playbooks, training manuals;<br />
- Creating slides and pitch decks;<br />
- Organizing webinars and sending regular industry relevant updates<br />
- Connecting with potential clients on social media on behalf of your senior<br />
- How to maintain and manage an email list</p>

<ul>
	<li>Marketing</li>
</ul>

<p>- How to identify your target audiences and its pain points<br />
- What are the different stages of a marketing funnel for your target audience<br />
- Content strategy for different stages of your audience<br />
- Deployment of marketing automation and email delivery tools<br />
- How to track effectiveness - email open rates and click rates<br />
- Whatsapp Messaging for target audience<br />
- How to use dashboards and filters for fetching the filtered data for analysis<br />
- How to interpret analytics and reports</p>

<ul>
	<li>Social media marketing and management</li>
</ul>

<p>- About Social Media Platforms and their Algorithms: LinkedIn, Facebook, Twitter, Instagram and YouTube<br />
- How to develop a good social media page for your product, company page, and your personal page<br />
- Identification of appropriate target audience<br />
- Preparation of a content strategy for your target audience<br />
- How to use social media to get traffic/leads<br />
- Ad spends, cost per click, click-through rates<br />
- Measuring the results from your social media strategy</p>

<ul>
	<li>Website and blog management</li>
</ul>

<p>- How to create a website on Wix<br />
- SEO and keyword basics<br />
- How to configure a weekly newsletter<br />
- How to create a blog<br />
- How to use social media to expand your client&#39;s following and build a tribe<br />
- Managing blogs to get maximum traffic<br />
- Guest blogging and developing PR</p>

<ul>
	<li>Navigating and using freelancing platforms</li>
</ul>

<p>- Creation of Fiverr account- Video<br />
- Optimization of Fiverr account- Video<br />
- How to register on People Per Hour and UpWork- Video<br />
- Optimization of People Per Hour account- Video<br />
- Optimization of Upwork Account- Video<br />
- How to use Linked In and Facebook for freelancing opportunities- Video<br />
- How to build your web page for freelancing- Video<br />
- How to create proposals and pitch for work on freelancing platforms - Video<br />
- How to approach US law firms/companies for remote freelancing work - Video</p>

<ul>
	<li>Upkeep of office premises and smooth operation of office facilities</li>
</ul>

<p>- Ensure office cleanliness by cooperating with the housekeeping crew.<br />
- Describe the various facilities provided to visitors and staff in an office.<br />
- Explain the notion of up-time and the maintenance requirements for different types of facilities.<br />
- Determine workplace procedures for maintaining the designated area.<br />
- Determine the precise needs for housekeeping operations in various regions of the office while keeping up with the organizational policy<br />
- Explain the various personnel&#39;s roles in preserving cleanliness and hygiene<br />
- Provide Housekeeping employees with work instructions, feedback as well as the organization&#39;s acceptable behavior guidelines.<br />
- Maintain Leave records of the housekeeping staff.<br />
- Ensuring regular checks in the entire office premises as per organizational procedures and ensure proper maintenance.<br />
- Explain the common office facilities and their consumables that require replenishment.<br />
- Explain the methods and guidelines for housekeeping operations in terms of health and safety.<br />
- Regular Monitoring of Housekeeping staff</p>

<ul>
	<li>Managing vendors for office supplies and services</li>
</ul>

<p>- Explain legislative and organizational procurement guidelines.<br />
- Review and renegotiate vendor agreements.<br />
- Obtain requisition for goods or services from authorized persons<br />
- Learn about types of suppliers in the marketplace and how to acquire their lists.<br />
- Explain indicators that assist in evaluation of suppliers and their supplies.<br />
- State requirement to vendor and request for quotation.<br />
- Negotiate rates to get the optimum price for the goods or services you provide and prepare a cost comparison<br />
- Describe procurement approval procedures and their purpose.<br />
- Obtain all documentation from the vendor as per organizational norms.<br />
- Register the vendor in coordination with the finance team as per organizational norms.<br />
- Chase up late or incorrect orders with suppliers.<br />
- Determine and document non-compliance and implement corrective action within the terms of contractual arrangements.<br />
- Manage relationships with suppliers to support effective delivery according to workplace procedures.<br />
- How to obtain an invoice from the vendor and check whether accurate and in compliance with the contract<br />
- Forward for processing for payment &amp; Coordinate between vendor and finance department for timely release of payment to the vendor.<br />
- Seek feedback and complaints from vendors.<br />
- Explain probity and ethical issues in procurement and related processing.</p>

<ul>
	<li>Maintaining office stationery and supplies</li>
</ul>

<p>- Receive and store stationery and supplies as per organizational guidelines<br />
- Explain the concepts such as re-order levels, first in and first out, and its importance.<br />
- Organize the stored supplies to ensure that they are easily retrievable<br />
- Ensure accurate records of stock received, stock issued, and stored<br />
- Maintain the requirements of storage and security.<br />
- Explain how to carry out a stock check of stationery.<br />
- Organizational standards should be followed when issuing stationery and materials and shall be recorded after receiving.<br />
- How to calculate quantities of stationery and supplies to be ordered.<br />
- State the factors to consider when ordering stationery<br />
- How to deal with unwanted or damaged stationery and supplies as per organizational guidelines.<br />
- Explain how to dispose of or recycle waste.<br />
- Types of problems that may occur with deliveries and stock items and how to deal with them<br />
- Explain the benefits and limitations of different potential suppliers, against organizational requirements.</p>

<ul>
	<li>Organise local transport and out-station ticketing for staff in coordination with travel vendor</li>
</ul>

<p>- Confirm purpose and requirements of local or outstation travel including planned itinerary, budget, meeting requirements, and traveler preferences.<br />
- Prepare travel plan and schedule in the format agreed on with the approved travel agent or vendor and share the information.<br />
- Receive travel mode options along with detailed schedule and costing for each from the travel agent or vendor.<br />
- Share the travel mode options, schedule, and costing with authorised personnel for approval.<br />
- Make bookings in accordance with organisational policies and procedures for business travel.<br />
- Identify and arrange for travel documents in accordance with itinerary and individual requirements.<br />
- Confirm and check travel arrangements and dispatch confirmation documents to the traveller within designated timelines.<br />
- Negotiate and confirm alternative arrangements in response to changed requirements.<br />
- Record travel details and itinerary in accordance with organisational requirements.<br />
- Tally invoiced items for payment received from travel agent or vendor with actual travel request records and approve for payment.</p>

<ul>
	<li>Organise meeting rooms and venues for office meetings and events</li>
</ul>

<p>- Determine meeting-related specifications required from authorized staff by keeping organization protocol<br />
- Provide instructions to the vendor for facilities required for the meeting such as ICT equipment, pantry services, seating arrangement, stationary, etc.<br />
- Inspecting meeting venue before the meeting to ensure the requirements as specified are available and safe<br />
- Coordination between meeting staff and service providers<br />
- Seeking feedback from the relevant personnel co-ordinating the meeting<br />
- Common telecommunications systems and how to use them<br />
- Learn ways to adapt the speech to meet the needs of customers effectively and why it is important to do so.<br />
explain telephone etiquette and its different components.<br />
- Learn effective and 2 way communication.<br />
- State common errors and their causes while taking messages over the phone.<br />
- Ensure follow-up calls are made as per the commitment to callers.<br />
- Explain how to identify, handle and escalate abusive callers, suspicious callers,<br />
- threatening callers, distressed callers as well as VIP callers effectively.</p>

<ul>
	<li>Use computers to store, retrieve and communicate information</li>
</ul>

<p>- Learn about the main components of computer and how to set up a computer<br />
- Learn about various computer operating systems and applications/software.<br />
- Explain the various data storages accessible through computers.<br />
- Learn about various email applications used in organizations.<br />
- Learn professional email etiquette and its various elements.<br />
- Learn about ergonomics and its importance.<br />
- List the common information storage systems used for storage and retrieval of data.<br />
- Follow the organizational access control and data security policies to access data and information.<br />
- Follow organisational policy for naming stored files, maintaining backups and version control.<br />
- Share information as per organizational data security and confidentiality policy.<br />
- Learn about various electrical safety precautions one should follow while using computers and related equipment which use electricity to run.<br />
- Follow cyber security guidelines while storing, retrieving or communicating information online (through the internet).</p>

<ul>
	<li>Communicating with colleagues (seniors, peers, and subordinates)</li>
</ul>

<p>- Maintain records for work output, exceptions and any anticipated reasons for delays<br />
- Seek and receive feedback on performance output and quality.<br />
- State the common reasons for interpersonal conflict and ways of managing it.<br />
- Explain the importance of teamwork in organizational and individual success.<br />
- Learn the various components of effective communication and its importance at workplace and the barriers to effective communication<br />
- Explain the value and importance of active listening and assertive communication.<br />
- Demonstrate responsible and disciplined behaviours at the workplace<br />
- Interact with colleagues from different functions clearly and effectively on all aspects to carry out the work among the team and understand the nature of their work.<br />
- Impact of poor communication at the workplace.<br />
- Explain the importance of ethics &amp; discipline for professional success as well as the factors that influence it.</p>

<ul>
	<li>Communicating with clients and visitors</li>
</ul>

<p>- Meet and greet visitors promptly, treating them politely and making them feel welcome.<br />
- Ask questions politely to the visitors in order to identify them and their needs.<br />
- Provide visitors with clear and accurate information based on their needs, while adhering to the organization&#39;s regulations.<br />
- Listen actively in two-way communication.<br />
- Addressing to the complaints and dissatisfaction of the customers effectively.<br />
- Maintain good body language and etiquette when dealing with customers.<br />
- Ensure to avoid negative questions and statements to the customers.<br />
- Alerting customers on any issues or problems beforehand and on the developments involving them.<br />
- A quick and effective response to the customers.<br />
- Seek feedback from the visitors on their experience.</p>
","P","2022-12-09 19:14:56","2024-10-20 11:10:37","N"
"12","3","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<h5>Online 24/7 access</h5>
</div>

<div>
<p>Access to basic study material through an online learning management system, Android and iOS app</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<h5>Live Online Classes</h5>
</div>

<div>
<p>Based on the exercises, there will be a live video-based online class, where you can ask questions, share your screen, and get personal feedback</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<h5>Convenient Class timings</h5>
</div>

<div>
<p>Classes are held after regular work hours, typically on Sunday afternoons or from 8.00-9.00 pm on other days</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png "" />
<h5>Live Doubt Clearing</h5>
</div>

<div>
<p>You can ask questions, get your doubt cleared live as well as through online forums</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<h5>Placement</h5>
</div>

<div>
<p>Placement assistance for securing job and internship opportunities and assistance for securing freelancing opportunities</p>
</div>
</div>
</div>
</section>
","A","2022-12-09 19:18:08","2025-06-24 13:06:25","N"
"13","3","Money back guarantee","<p>If you take this course, follow it diligently for a month, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2022-12-13 17:54:59","2022-12-13 18:12:05","N"
"14","6","Who should take this course","<ul>
	<li><span style=""color:#000000"">If you are a senior corporate executive who aspires to get into a C-suite role</span></li>
	<li><span style=""color:#000000"">If you are a mid-level corporate employee who wants to climb up the corporate ladder</span></li>
	<li><span style=""color:#000000"">If you are a young professional who wants to build a dynamic personal brand and attract the right opportunities</span></li>
	<li><span style=""color:#000000"">If you are a woman professional, who&rsquo;s joining the workforce after a sabbatical and wants to get into a new field</span></li>
	<li><span style=""color:#000000"">If you are a new entrepreneur trying to sell a specialised product or service</span></li>
	<li><span style=""color:#000000"">If you are a retired professional looking for a new role&nbsp;</span></li>
</ul>
","A","2022-12-14 16:22:07","2024-09-15 13:09:37","N"
"15","6","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<h5>Online 24/7 access</h5>
</div>

<div>
<p>Access to basic study material through an online learning management system, Android and iOS app</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<h5>Practical Assignments</h5>
</div>

<div>
<p>In-class assignments, 3 practical assignments every week (including real life outreach assignments) to develop your skill sets and apply them in the real world</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<h5>Live Online Classes</h5>
</div>

<div>
<p>Based on the assignments, there will be a live video-based online class. You can ask questions, share your screen, and get personal feedback in this class.</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<h5>Convenient Class timings</h5>
</div>

<div>
<p>Classes are held after regular work hours. Typically classes are kept on Sunday or 8-9 pm on other weekdays or Saturday.</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png "" />
<h5>Live Doubt Clearing</h5>
</div>

<div>
<p>You can ask questions, get your doubt cleared live as well as through online forums</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<h5>Feedback methodology</h5>
</div>

<div>
<p>Group feedback during classes by the instructor, In-line feedback by a trained evaluator, Improve week on week with feedback, use assignments as work samples on remote work platforms or in job interviews</p>
</div>
</div>
</div>
</section>
","A","2022-12-14 16:22:35","2026-01-30 10:01:07","N"
"16","6","Training session themes","<ul>
	<li><span style=""color:#000000"">Assessing your current profile and personal brand</span></li>
	<li><span style=""color:#000000"">PR: How to get media coverage (paid and unpaid)</span></li>
	<li><span style=""color:#000000"">How to get featured on high-impact podcasts</span></li>
	<li><span style=""color:#000000"">How to leverage ghost-writers and content creators to build your social media presence</span></li>
	<li><span style=""color:#000000"">Your Google search page and footprint&nbsp;</span></li>
	<li><span style=""color:#000000"">Getting your interviews published in mainstream media</span></li>
	<li><span style=""color:#000000"">How to publish thought leadership articles</span></li>
	<li><span style=""color:#000000"">Self-assessment and re-calibrating your strategy&nbsp;</span></li>
	<li><span style=""color:#000000"">How to get a book contract</span></li>
	<li><span style=""color:#000000"">How to get speaker invites for conferences and top universities</span></li>
	<li><span style=""color:#000000"">How to get on the advisory board of startups across the world</span></li>
	<li><span style=""color:#000000"">Personal branding on LinkedIn</span></li>
	<li><span style=""color:#000000"">Leveraging Twitter to get noticed</span></li>
	<li><span style=""color:#000000"">How to build relationships with executive search firms and headhunters</span></li>
	<li><span style=""color:#000000"">Self-assessment and re-calibrating your strategy&nbsp;</span></li>
	<li><span style=""color:#000000"">How to get high-impact recommendations</span></li>
	<li><span style=""color:#000000"">How to find 30 people who can change your life and build a strong professional network&nbsp;</span></li>
	<li><span style=""color:#000000"">How to get into TV debates</span></li>
	<li><span style=""color:#000000"">Receiving awards and getting on lists that increase your credibility</span></li>
	<li><span style=""color:#000000"">Pro bono work, social impact and networking&nbsp;</span></li>
	<li><span style=""color:#000000"">Finding the 5 mentors who open doors for you</span></li>
	<li><span style=""color:#000000"">Documenting case studies that showcase your success</span></li>
	<li><span style=""color:#000000"">Getting freelance work that builds your credibility in corporate governance</span></li>
	<li><span style=""color:#000000"">Assessment of your progress and creating the next journey</span></li>
</ul>
","A","2022-12-14 16:23:10","2024-09-15 14:09:55","N"
"17","6","What kind of assignments will you get","<p>You will be working on assignments to improve your personal brand and profile.</p>
","P","2022-12-14 16:23:36","2024-12-01 14:12:10","N"
"18","6","Money back guarantee","<p>If you take this course, follow it diligently for a month, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2022-12-14 16:24:10",\N,"N"
"19","6","Certification","<style type=""text/css"">/* ── SECTION WRAPPER ─────────────────────────────────────── */
   .cert-section {
    max-width: 100%;
    width: 100%;
    margin: auto;
    padding: 10px 0px 10px;
}
    /* ── 1. HEADLINE ─────────────────────────────────────────── */
    .cert-section__headline {
          color: #1a1f36;
          font-size: 1.8rem !important;
          font-style: normal;
          font-weight: 800;
          line-height: 1.35;
          margin-bottom: 24px;
          margin-left: auto;
          margin-right: auto;
    text-align: left;
    }

    .cert-section__headline span {
      color: #2941ba;
    font-size: 1.8rem;
    font-weight: 800;
    }

    /* ── 2. GST HIGHLIGHT BANNER ─────────────────────────────── */
    .gst-banner {
      background: linear-gradient(135deg,#1e3a8a 0,#1749b2 100%);
      border-radius: 14px;
      padding: 20px 28px;
      display: flex;
      align-items: flex-start;
      gap: 16px;
      margin-bottom: 32px;
      box-shadow: 0 6px 28px rgba(59,79,228,.22);
      position: relative;
      overflow: hidden;
      @media(max-width:575px) {
    padding: 20px 15px;
  }
    }
@media(max-width:575px) {
.cert-section__headline span {
    font-size: 1.4rem;
}
.cert-section {
    padding: 10px 0px 0px;
}
.cert-content .cta-btn {
font-size: 1rem;
}
.cert-section__headline {
    color: #1a1f36;
    font-size: 1.4rem !important;
    font-style: normal;
}
}

    /* subtle pattern overlay */
    .gst-banner::before {
      content: '';
      position: absolute;
      top: -30px; right: -30px;
      width: 160px; height: 160px;
      border-radius: 50%;
      background: rgba(255,255,255,.06);
    }

    .gst-banner::after {
      content: '';
      position: absolute;
      bottom: -40px; right: 80px;
      width: 120px; height: 120px;
      border-radius: 50%;
      background: rgba(255,255,255,.05);
    }

    .gst-icon {
      background: rgba(255,255,255,.18);
      border-radius: 10px;
      width: 44px;
      height: 44px;
      display: flex;
      align-items: center;
      justify-content: center;
      font-size: 22px;
      flex-shrink: 0;
      margin-top: 2px;
      @media(max-width:575px) {
        display: none;
      }
    }

    .gst-text {
      flex: 1;
text-align: left;
    }

    .gst-text__label {
      font-size: 12px;
      font-weight: 700;
      letter-spacing: 1.2px;
      text-transform: uppercase;
      color: rgba(255,255,255,.7);
      margin-bottom: 5px;
    }

    .gst-text .gst-text__body {
    font-size: 18px !important;
    font-weight: 500;
    color: #fff;
text-align: left;
    line-height: normal !important;
}
.cert-content h3 {
    font-size: 22px;
    line-height: normal;
    font-weight: 600;
}

    .gst-text__body strong {
      font-weight: 700;
      color: #fde68a;
    }

    /* ── 3. FULL-WIDTH CONTENT ───────────────────────────────── */
    .cert-cols {
      display: block;
    }

    .cert-content {
    text-align: left;
}

    .cert-content__logos {
      justify-content: center;
    }

    .cert-content__body {
      margin-bottom: 28px;
    }


    .cert-content__logos {
      display: flex;
      align-items: center;
      gap: 10px;
      flex-wrap: wrap;
      margin-bottom: 20px;
    }

    .logo-chip {
      display: inline-flex;
      align-items: center;
      gap: 6px;
      background: #fff;
      border: 1.5px solid #dde1f5;
      border-radius: 8px;
      padding: 5px 12px;
      font-size: 11.5px;
      font-weight: 700;
      color: #1a1f36;
      letter-spacing: .3px;
    }

    .logo-chip--blue { border-color: #3b4fe4; color: #3b4fe4; }
    .logo-chip--orange { border-color: #f97316; color: #f97316; }

    .cert-cols .cert-content .cert-content__body {
    font-size: 20px !important;
    color: #444c65;
    line-height: normal !important;
    margin-left: 0;
    margin-right: 0;
    @media(max-width:575px) {
    font-size: 16px !important;
  }
}

    .cert-content__body strong {
      color: #1a1f36;
      font-weight: 700;
    }

    /* CTA button */
    .cert-content .cta-btn {
      display: inline-flex;
      align-items: center;
      gap: 8px;
      background: #2941ba;
      color: #fff !important;
      font-family: 'Poppins', sans-serif;
      font-size: 16px;
      font-weight: 600;
      padding: 13px 24px;
      border-radius: 10px;
      text-decoration: none;
      border: none;
      cursor: pointer;
      transition: background .18s, transform .18s, box-shadow .18s;
      margin: 0 auto;
    }

    .cert-content .cta-btn:hover {
      background: #223596;
      color: #fff;
      transform: translateY(-2px);
    }

    .cert-content .cta-btn svg { width: 16px; height: 16px; flex-shrink: 0; }
</style>
<section class=""cert-section""><!-- 1. HEADLINE -->
<h2 class=""cert-section__headline"">Get <span>Skill India + NSDC</span> certified through the awarding body Medhavi Skills University.</h2>
<!-- 2. GST HIGHLIGHT BANNER --><!-- 3. TWO-COLUMN -->

<div class=""cert-cols""><!-- LEFT: Content -->
<div class=""cert-content"">
<p class=""cert-content__body"">Get certified under the <strong>Skill India Mission.</strong> Our learners are eligible for <strong>NSDC &amp; Skill India</strong> certification on course completion through the awarding body Medhavi Skills University.</p>

<h3>Sample Certificate</h3>

<div style=""margin-bottom: 20px;text-align: left;""><img alt=""Certificate"" src=""https://skillarbitra-backend-production.s3.amazonaws.com/assets/uploads/media-library/certificateskill-1771503259.jpg"" /></div>
<a class=""cta-btn"" href=""https://skillarbitra.ge/certification-standards"">Explore Certification Standards </a></div>
</div>
</section>
","A","2022-12-14 16:41:52","2026-03-12 12:03:18","N"
"20","7","What is the CIPP exam?","<p>The CIPP exam is the exam for a certification i.e. Certified Information Privacy Professional offered by the International Association of Privacy Professionals (IAPP).</p>

<p>The International Association of Privacy Professionals (IAPP) is a not-for-profit organization and is the largest and most comprehensive global information privacy community.</p>

<p>The IAPP offers four concentrations for this certification, based on different regions:</p>

<ul>
	<li>CIPP/A - covering Asia</li>
	<li>CIPP/E - covering Europe</li>
	<li>CIPP/US - covering the United States, and</li>
	<li>CIPP/C - covering Canada</li>
</ul>

<p>All four certifications have different exams of their own, different syllabus and different study resources.</p>
","A","2022-12-14 16:59:25",\N,"N"
